contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
jirenius,train,Human,,0.0,,,0.0,0.0,0.0,0.631,0.631,0.0,0.025,0.791,0.061,0.01,0.144,0.028,0.797,0.053,0.008,0.125,13,0.0,0.0,13.0,13.0,0.0,1.25,0.26,1.625,1.0,0.916,0.0,0.0,13.0,13.0,0.0,1,8,0.0,0.0,8.0,8.0,0.0,1.0
ginkgo-bot,train,Bot,19.352,0.761,17.783,0.585,31.955,25.808,0.732,42.258,0.073,103.739,19.004,0.781,15.27,0.471,29.86,23.911,0.737,24.381,4.957,49.283,84,3.0,0.036,42.0,42.0,4.243,4.0,0.048,42.0,42.0,5.657,2.0,0.412,2.471,2.0,2.465,1,2,0.5,0.167,1.5,1.5,0.707,0.5
pagopa-github-bot,train,Bot,1.1,0.922,8.29,0.268,44.056,0.001,0.911,3.014,0.001,12.285,0.383,0.951,4.791,0.001,33.881,0.797,0.926,4.283,0.081,27.943,197,7.25,0.453,12.312,8.0,12.8,33.0,0.302,32.833,33.0,19.488,3.0,0.374,2.627,2.0,2.37,1,6,1.25,0.188,2.625,2.0,0.957,0.062
huaxingao,train,Human,6.889,0.813,9.976,0.721,22.727,4.258,0.679,10.956,0.0,26.815,9.922,0.797,10.08,0.957,21.592,6.794,0.816,9.463,0.549,21.189,230,75.0,0.569,46.0,13.0,55.884,38.0,0.451,25.556,12.0,22.694,2.0,0.388,2.212,1.0,1.842,3,9,1.0,0.259,3.4,3.0,1.817,0.6
geo-ninja,train,Bot,67.334,0.663,39.056,4.665,52.466,24.0,0.412,32.8,0.0,71.719,67.33,0.688,39.03,0.001,56.22,87.908,0.579,52.915,24.0,57.41,41,5.0,0.163,13.667,13.0,5.033,11.5,0.28,20.5,20.5,16.263,1.0,0.199,1.367,1.0,0.615,3,2,0.0,0.0,1.0,1.0,0.0,1.0
weblate,train,Bot,0.118,0.623,0.082,0.046,0.104,0.0,0.732,0.003,0.0,0.02,0.068,0.756,0.053,0.002,0.096,0.111,0.635,0.077,0.039,0.102,296,0.0,0.372,1.721,1.0,2.078,38.0,0.686,59.2,7.0,101.788,0.0,0.082,1.096,1.0,0.373,65,5,0.0,0.054,1.058,1.0,0.415,0.378
gorash,train,Human,1.507,0.922,12.755,0.298,65.251,2.482,0.71,10.649,0.0,26.229,2.37,0.91,14.002,0.318,66.205,1.824,0.892,7.926,0.391,40.083,274,21.25,0.747,34.25,5.0,67.218,6.25,0.681,34.25,13.5,68.402,2.0,0.521,2.946,1.0,4.289,3,8,1.0,0.281,2.0,2.0,1.309,0.375
mikhailbot,train,Human,509.185,0.56,454.603,273.196,569.542,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,509.185,0.56,454.603,273.196,569.542,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4,1,0.0,0.0,1.0,1.0,0.0,0.8
xpertbot,train,Human,223.665,0.561,229.489,115.814,278.348,0.0,0.0,0.225,0.0,0.635,35.37,0.803,103.235,0.811,249.615,115.639,0.719,123.709,3.836,229.959,14,0.0,0.429,2.0,1.0,2.646,2.0,0.343,2.8,3.0,2.049,0.0,0.375,1.75,1.0,2.121,7,5,0.0,0.257,1.429,1.0,1.134,1.0
watson-github-bot,train,Bot,25.132,0.599,18.636,4.669,27.891,19.12,0.541,10.886,8.88,12.793,0.481,0.852,4.972,0.101,12.649,0.481,0.852,4.972,0.101,12.649,21,1.75,0.25,5.25,5.0,2.872,2.0,0.271,2.1,2.0,1.101,1.75,0.25,5.25,5.0,2.872,1,10,2.0,0.222,4.5,4.5,2.082,0.25
firefoxci-taskcluster[bot],train,Bot,62.265,0.582,43.5,22.008,58.851,0.842,0.821,8.453,0.0,36.142,30.269,0.635,38.99,17.576,61.499,21.012,0.771,19.048,2.626,40.973,116,8.5,0.595,7.733,3.0,11.708,0.0,0.0,58.0,58.0,0.0,1.0,0.514,2.698,1.0,3.602,5,2,0.0,0.102,1.133,1.0,0.352,0.333
vicb,train,Human,3.049,0.785,5.027,0.51,10.638,0.228,0.84,1.075,0.003,3.806,0.608,0.883,2.323,0.053,7.274,0.4,0.894,2.011,0.041,6.745,223,18.0,0.662,20.273,4.0,30.213,17.25,0.373,15.929,18.0,10.908,3.0,0.457,3.014,2.0,3.032,7,14,6.5,0.456,5.0,4.0,4.472,0.636
soloio-bulldozer[bot],train,Bot,4.385,0.804,8.165,0.779,19.273,23.958,0.748,23.863,0.108,44.212,0.708,0.908,3.896,0.001,14.548,0.804,0.901,4.58,0.002,15.98,216,56.0,0.602,54.0,23.5,77.128,86.5,0.424,54.0,56.0,51.517,8.5,0.476,6.968,4.0,6.955,1,4,1.5,0.25,2.5,2.5,1.291,0.25
cockpituous,train,Bot,8.424,0.486,9.247,5.657,9.322,12.483,0.713,22.841,6.784,58.586,0.039,0.907,2.19,0.009,6.829,0.018,0.908,1.811,0.001,6.181,244,75.0,0.635,61.0,23.5,91.742,22.25,0.351,40.667,44.0,29.521,11.25,0.604,17.429,10.5,27.906,1,6,1.5,0.312,2.0,1.5,1.414,0.25
cmsbuild,train,Bot,0.048,0.613,0.033,0.014,0.042,0.011,0.877,0.107,0.0,0.631,0.053,0.614,0.034,0.014,0.044,0.067,0.705,0.046,0.007,0.068,246,40.75,0.351,41.0,31.0,28.81,32.0,0.332,49.2,50.0,34.953,2.0,0.542,3.037,1.0,5.506,1,5,1.75,0.218,2.167,2.5,0.983,0.167
cr0ybot,train,Human,67.359,0.677,49.768,19.139,74.214,0.839,0.677,7.735,0.0,19.437,0.716,0.89,14.214,0.042,43.765,0.716,0.903,11.479,0.11,38.836,172,2.0,0.782,9.556,2.0,29.194,8.0,0.497,11.467,8.0,14.966,2.0,0.627,4.914,1.0,7.314,10,15,1.75,0.408,2.611,2.0,2.404,0.556
clayton-cornell,train,Human,0.391,0.709,0.439,0.16,0.881,20.292,0.836,53.191,0.285,164.752,0.197,0.969,5.79,0.026,45.268,0.153,0.972,3.555,0.024,34.577,197,91.5,0.619,65.667,6.0,105.083,16.0,0.484,24.625,16.5,29.398,15.0,0.672,15.154,3.0,24.748,1,8,3.5,0.389,4.0,3.0,3.606,0.333
qubot,train,Bot,,0.0,,,0.0,0.0,0.0,2098.002,2098.002,0.0,,0.0,,,0.0,272.999,0.561,233.111,124.0,281.556,10,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
apereocas-bot,train,Bot,,0.0,,,0.0,0.0,0.0,790.947,790.947,0.0,6.093,0.841,7.832,0.001,17.7,6.341,0.838,8.154,0.001,18.082,98,0.0,0.0,98.0,98.0,0.0,29.0,0.38,19.6,27.0,15.837,0.0,0.0,98.0,98.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
fontsource-bot,train,Bot,,0.0,,,0.0,0.0,0.0,2185.948,2185.948,0.0,,0.0,,,0.0,21.864,0.625,8.187,1.895,10.595,268,0.0,0.0,268.0,268.0,0.0,0.0,0.0,268.0,268.0,0.0,0.0,0.0,268.0,268.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
flanglet,train,Human,52.6,0.681,36.524,12.363,53.032,4.688,0.735,31.274,0.0,83.674,68.532,0.663,44.638,16.288,64.431,48.287,0.756,37.421,7.332,71.146,58,9.0,0.207,19.333,20.0,9.018,10.0,0.51,11.6,4.0,13.74,1.0,0.31,1.812,1.0,1.33,1,5,1.5,0.182,3.667,4.0,1.528,0.333
flathubbot,train,Bot,0.076,0.593,0.075,0.036,0.104,0.001,0.615,0.019,0.0,0.052,0.029,0.74,0.041,0.015,0.084,0.069,0.629,0.06,0.021,0.09,296,3.5,0.329,4.418,4.0,3.021,26.0,0.641,59.2,30.0,95.253,1.0,0.278,1.558,1.0,1.041,1,5,2.0,0.308,1.925,1.0,1.222,0.015
zhangzhonghe,train,Human,1.89,0.714,2.949,0.997,5.351,21.455,0.699,60.077,0.054,125.802,1.537,0.834,2.21,0.086,5.42,2.199,0.813,3.035,0.337,7.619,270,66.5,0.717,67.5,4.5,127.678,28.5,0.457,38.571,32.0,36.995,5.0,0.768,20.769,2.0,41.469,3,7,3.75,0.404,3.25,2.5,2.872,0.75
metersphere-bot,train,Bot,7.771,0.761,14.741,2.912,28.333,12.578,0.742,35.756,0.004,83.612,0.503,0.922,3.178,0.004,13.057,0.839,0.888,3.82,0.316,13.347,169,79.5,0.627,56.333,6.0,90.666,13.0,0.575,33.8,19.0,48.153,9.0,0.754,13.0,2.0,29.223,1,5,2.0,0.381,2.333,1.0,2.309,0.333
vpavic,train,Human,30.206,0.844,124.645,0.52,307.785,0.185,0.631,14.514,0.0,33.562,0.357,0.877,99.402,0.068,276.606,3.046,0.907,59.357,0.089,201.546,20,3.0,0.433,3.333,2.5,3.141,3.5,0.329,2.857,3.0,1.864,2.0,0.378,2.222,1.0,1.787,3,7,1.75,0.258,1.833,1.5,0.983,0.5
talos-bot,train,Bot,1.147,0.75,2.366,0.655,4.713,0.0,0.785,5.233,0.0,21.703,0.82,0.875,3.797,0.003,12.518,1.292,0.866,4.533,0.457,17.021,91,3.25,0.648,5.688,2.0,11.551,25.5,0.28,45.5,45.5,36.062,1.0,0.323,1.685,1.0,1.385,2,2,0.25,0.15,1.25,1.0,0.447,0.125
ser-io,train,Human,2.027,0.899,11.504,0.274,44.15,0.529,0.824,5.564,0.0,18.076,0.946,0.919,8.231,0.158,36.937,1.241,0.905,7.786,0.157,31.855,256,65.25,0.486,42.667,33.0,41.917,16.0,0.473,28.444,19.0,27.623,1.0,0.403,2.188,1.0,2.22,3,9,2.25,0.254,3.167,3.0,1.602,0.5
layoric,train,Human,0.388,0.919,2.767,0.026,10.398,0.01,0.901,0.292,0.0,1.734,0.02,0.938,0.245,0.004,1.438,0.204,0.942,1.336,0.018,7.037,269,9.0,0.501,5.848,3.0,5.637,29.25,0.556,33.625,30.5,44.596,1.0,0.416,2.28,1.0,2.222,5,8,4.0,0.393,2.283,1.0,1.928,0.109
r0zbot,train,Human,223.425,0.53,209.41,109.554,257.949,0.705,0.565,2.49,0.599,4.851,109.197,0.749,116.728,11.147,215.53,0.616,0.867,35.42,0.0,122.481,25,5.75,0.53,6.25,3.0,7.932,0.25,0.585,3.125,1.0,5.617,2.0,0.576,5.0,2.0,7.314,4,8,0.75,0.25,2.25,2.0,1.258,1.0
petehunt,train,Human,,0.0,,,0.0,0.0,0.0,1.344,1.344,0.0,0.669,0.663,0.448,0.005,0.771,0.669,0.663,0.448,0.005,0.771,4,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
yaooqinn,train,Human,1.98,0.854,6.262,0.613,17.873,0.074,0.847,4.119,0.0,17.127,1.509,0.86,4.479,0.201,13.281,1.742,0.858,5.378,0.211,15.366,245,21.5,0.73,24.5,3.5,43.18,28.0,0.568,17.5,12.0,20.053,1.0,0.369,1.929,1.0,1.791,5,14,3.5,0.423,3.1,2.0,2.644,0.5
pelias-bot,train,Bot,0.517,0.875,12.986,0.031,34.112,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.517,0.875,12.986,0.031,34.112,36,2.0,0.233,2.25,2.5,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.062
rtfpessoa,train,Human,50.39,0.76,53.887,15.975,104.25,1.618,0.791,27.963,0.0,112.426,17.098,0.827,20.614,0.124,46.659,2.423,0.908,25.316,0.154,86.978,70,1.75,0.621,3.889,1.0,6.543,5.25,0.636,5.833,1.5,9.311,1.75,0.573,3.182,1.0,5.315,15,12,0.0,0.324,1.611,1.0,1.501,0.833
vdaas-ci,train,Bot,2.065,0.862,6.076,0.233,18.211,0.068,0.915,1.61,0.0,7.666,0.102,0.938,2.799,0.004,12.511,0.102,0.939,2.511,0.01,11.521,271,43.5,0.517,33.875,23.0,34.951,30.5,0.411,33.875,28.0,27.221,2.0,0.493,3.045,2.0,3.677,2,8,3.5,0.337,3.25,2.5,2.121,0.25
google-oss-bot,train,Bot,0.079,0.892,0.462,0.012,1.525,0.009,0.897,0.13,0.0,0.873,2.603,0.546,2.972,1.489,3.278,0.037,0.924,0.291,0.007,1.239,254,12.0,0.725,25.4,3.5,44.645,63.5,0.656,63.5,17.0,104.056,1.0,0.414,2.032,1.0,2.352,2,4,0.0,0.192,1.3,1.0,0.675,0.2
feiskyer,train,Human,23.709,0.739,19.063,2.898,33.862,0.022,0.84,8.86,0.0,36.453,9.661,0.844,13.381,0.14,35.237,4.897,0.848,11.582,0.104,31.568,185,5.25,0.613,5.781,2.0,10.232,19.5,0.474,13.214,9.0,11.879,2.0,0.442,2.403,1.0,2.397,16,14,2.25,0.375,2.219,1.0,1.699,0.5
femmebot,train,Human,59.137,0.592,73.622,48.36,93.199,0.0,0.354,2.917,0.0,10.428,35.361,0.583,22.417,4.789,28.789,54.464,0.706,48.608,14.172,81.192,42,0.0,0.364,1.615,1.0,2.94,12.0,0.571,8.4,2.0,10.574,0.0,0.328,1.556,1.0,1.867,25,5,0.0,0.069,1.077,1.0,0.392,0.962
nussjustin,train,Human,74.891,0.381,87.334,78.702,75.263,33.478,0.444,30.112,3.367,55.825,96.95,0.458,75.143,78.702,68.753,87.426,0.647,47.806,11.72,64.256,9,3.0,0.444,3.0,1.0,3.464,0.0,0.356,1.8,1.0,1.789,2.25,0.306,2.25,2.0,1.5,3,5,1.0,0.267,1.667,1.0,1.155,1.0
buschtoens,train,Human,145.047,0.613,202.036,86.831,285.232,0.0,0.494,0.011,0.0,0.032,50.488,0.704,72.047,40.46,122.72,124.648,0.742,134.699,44.617,248.326,13,0.0,0.256,1.444,1.0,1.014,0.5,0.374,1.857,1.0,1.864,0.0,0.256,1.444,1.0,1.014,8,7,0.0,0.256,1.444,1.0,1.014,0.889
galaxybot,train,Bot,167.997,0.593,79.366,0.0,110.498,168.026,0.25,81.804,0.0,150.909,167.997,0.593,79.366,0.0,110.498,168.003,0.464,91.629,84.036,89.868,23,4.5,0.196,11.5,11.5,6.364,4.5,0.196,11.5,11.5,6.364,1.0,0.348,1.769,1.0,1.536,2,2,0.0,0.0,1.0,1.0,0.0,1.0
jekyllbot,train,Bot,185.311,0.489,147.253,86.084,138.889,33.382,0.741,47.113,5.347,87.11,19.045,0.796,46.616,0.001,97.268,25.879,0.808,45.245,0.227,96.503,45,8.0,0.396,7.5,6.0,5.958,4.0,0.409,9.0,6.0,8.602,2.5,0.335,4.091,3.0,3.048,1,5,1.75,0.229,2.667,2.5,1.211,0.167
elasticmachine,train,Bot,0.084,0.546,0.076,0.049,0.093,0.047,0.486,0.046,0.0,0.093,0.068,0.521,0.068,0.044,0.086,0.05,0.665,0.04,0.004,0.075,300,22.25,0.753,30.0,3.5,56.034,98.0,0.451,60.0,34.0,56.939,1.0,0.604,3.061,1.0,13.217,4,5,0.0,0.192,1.3,1.0,0.675,0.4
graalvmbot,train,Bot,0.886,0.815,1.833,0.245,4.901,0.007,0.866,0.624,0.0,2.798,0.366,0.867,0.807,0.014,2.808,0.359,0.875,0.925,0.021,3.455,286,20.0,0.695,23.833,6.0,47.895,23.0,0.432,31.778,33.0,29.836,3.0,0.436,2.648,2.0,2.677,2,9,1.5,0.373,2.25,1.5,1.765,0.167
hezhuozhuo,train,Human,53.079,0.709,40.212,8.857,64.448,16.481,0.712,25.917,0.802,57.62,0.688,0.889,4.884,0.162,15.246,6.453,0.851,14.195,0.577,37.2,96,6.5,0.512,13.714,7.0,17.308,3.0,0.712,19.2,3.0,36.813,4.0,0.565,4.571,2.0,6.727,1,5,1.5,0.286,2.0,2.0,1.155,0.143
rednesto,train,Human,33.855,0.823,33.077,1.883,86.767,36.13,0.651,51.653,0.041,102.176,42.476,0.754,35.991,0.712,73.15,32.068,0.794,27.631,0.485,61.223,55,10.0,0.567,11.0,5.0,14.089,11.0,0.561,7.857,3.0,9.227,2.75,0.474,3.056,2.0,3.589,3,7,0.0,0.218,2.2,2.0,1.095,0.6
artfulrobot,train,Human,26.423,0.743,30.045,5.798,60.414,0.013,0.814,1.914,0.0,8.216,23.082,0.786,25.444,3.259,57.405,18.855,0.814,19.917,1.405,49.695,107,2.0,0.52,3.452,2.0,6.109,13.5,0.495,8.917,6.0,8.565,1.0,0.309,1.597,1.0,1.528,16,12,1.0,0.252,1.645,1.0,0.839,0.516
openapi-pipeline-app-test[bot],train,Bot,,0.0,,,0.0,0.0,0.0,2130.304,2130.304,0.0,,0.0,,,0.0,7.9,0.864,20.484,0.01,74.49,105,0.0,0.0,105.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
ponteineptique,train,Human,62.491,0.704,49.172,19.051,82.157,1.498,0.679,10.536,0.0,23.48,5.954,0.867,19.765,0.152,56.852,4.536,0.872,16.364,0.121,48.258,133,6.0,0.581,5.783,3.0,7.274,6.0,0.649,8.312,3.5,16.989,3.0,0.541,3.595,1.0,4.935,18,16,2.0,0.395,2.304,1.0,1.893,0.783
sarahcaseybot,train,Human,661.142,0.667,440.778,0.025,763.417,167.892,0.0,167.892,0.0,335.784,169.073,0.791,221.544,0.084,442.967,169.073,0.791,221.544,0.084,442.967,10,3.0,0.4,3.333,2.0,3.215,0.0,0.089,1.111,1.0,0.333,1.5,0.45,2.5,1.0,3.0,2,9,3.0,0.4,3.333,2.0,3.215,0.667
liancheng,train,Human,82.303,0.604,134.162,63.177,194.826,1.2,0.408,6.559,0.0,16.696,37.554,0.356,72.56,60.832,57.239,59.084,0.771,66.107,16.214,143.68,16,0.0,0.482,2.286,1.0,3.402,4.5,0.375,5.333,5.0,4.509,0.25,0.422,2.0,1.0,2.449,7,3,0.0,0.0,1.0,1.0,0.0,1.0
matzbot,train,Bot,0.95,0.793,0.944,0.125,2.339,7.918,0.76,17.671,0.0,51.73,2.719,0.752,3.354,0.635,6.305,2.457,0.714,2.564,0.888,4.734,262,1.5,0.869,18.714,1.0,63.42,16.75,0.754,32.75,4.0,67.158,8.25,0.654,7.278,2.0,12.016,1,8,0.0,0.326,1.643,1.0,1.447,0.071
coston,train,Human,20.512,0.763,25.017,2.888,48.333,0.391,0.859,15.807,0.008,42.666,0.312,0.908,8.658,0.003,29.084,0.281,0.914,8.471,0.008,29.014,239,9.0,0.657,18.385,7.0,29.231,22.0,0.646,15.933,4.0,22.244,2.75,0.507,4.78,3.0,5.912,3,15,3.0,0.314,3.692,3.0,2.136,0.231
jakepitman,train,Human,20.283,0.064,140.71,152.113,22.559,1.522,0.469,0.995,0.575,1.329,30.627,0.763,33.694,0.045,62.364,30.613,0.762,35.509,0.286,64.168,13,1.75,0.25,3.25,3.5,1.708,2.0,0.205,4.333,3.0,2.309,1.75,0.25,3.25,3.5,1.708,1,3,0.5,0.15,2.5,3.0,1.0,0.25
openjdk-bot,train,Bot,0.938,0.838,2.132,0.173,5.303,0.052,0.748,1.149,0.0,3.756,1.664,0.801,2.368,0.311,5.378,1.265,0.813,1.848,0.266,4.54,300,46.25,0.625,30.0,10.0,40.144,128.0,0.473,75.0,74.5,78.362,1.0,0.355,1.775,1.0,1.841,2,4,0.75,0.162,1.3,1.0,0.483,0.2
deads2k,train,Human,2.745,0.838,5.587,0.387,15.348,0.002,0.964,3.224,0.0,36.482,1.764,0.92,7.417,0.206,40.072,1.235,0.916,5.862,0.099,32.178,206,4.0,0.614,5.15,2.0,7.492,36.0,0.549,22.889,16.0,25.042,1.0,0.284,1.504,1.0,1.301,6,9,1.0,0.264,1.7,1.0,0.939,0.15
reckart,train,Human,9.174,0.763,8.756,1.167,16.444,9.367,0.795,18.53,0.164,71.452,1.243,0.894,4.053,0.035,13.081,1.415,0.865,4.15,0.119,11.726,229,25.0,0.717,25.444,3.0,42.421,13.0,0.537,17.615,14.0,24.639,7.5,0.594,6.543,2.0,9.147,6,13,6.0,0.516,3.778,1.0,4.295,0.667
fixbot,train,Bot,1.049,0.897,57.036,0.234,170.359,0.001,0.571,0.001,0.001,0.002,0.298,0.946,30.195,0.005,126.168,0.232,0.949,28.519,0.003,122.743,55,2.0,0.168,4.583,4.5,1.505,5.5,0.133,18.333,22.0,6.351,0.0,0.16,1.964,2.0,0.637,1,3,1.0,0.101,2.417,2.0,0.515,0.083
scala-steward,train,Bot,0.008,0.903,0.028,0.002,0.229,0.0,0.724,0.001,0.0,0.004,0.005,0.918,0.025,0.001,0.221,0.007,0.9,0.025,0.002,0.213,272,1.0,0.234,1.503,1.0,1.094,45.25,0.371,45.333,36.5,33.631,0.0,0.113,1.153,1.0,0.372,51,6,1.0,0.17,1.365,1.0,0.483,0.282
kataras,train,Human,175.906,0.445,131.162,105.763,108.359,12.794,0.686,33.001,0.004,78.383,39.038,0.777,56.384,0.317,100.979,15.642,0.822,39.123,0.151,82.655,48,6.5,0.547,6.0,3.0,7.111,5.25,0.542,8.0,4.5,10.139,2.75,0.566,4.0,1.5,5.737,3,6,2.0,0.297,2.0,1.5,1.195,0.375
autheliabot,train,Bot,,0.0,,,0.0,0.0,0.0,1835.239,1835.239,0.0,53.817,0.377,93.022,61.103,83.681,0.0,0.79,7.43,0.0,32.056,248,0.0,0.0,248.0,248.0,0.0,122.0,0.492,124.0,124.0,172.534,0.0,0.0,248.0,248.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
taylorbot,train,Bot,2.865,0.705,2.775,1.017,4.811,0.001,0.885,2.793,0.0,12.859,1.642,0.799,2.206,0.237,6.11,1.606,0.818,2.989,0.296,8.153,218,2.75,0.73,8.385,2.0,16.769,32.0,0.447,27.25,18.0,23.801,1.0,0.343,1.863,1.0,1.602,1,8,0.0,0.277,1.462,1.0,1.208,0.038
volcano-sh-bot,train,Bot,1.706,0.806,7.719,1.482,18.991,20.492,0.716,23.682,0.079,45.508,0.595,0.824,2.779,0.351,6.541,2.449,0.799,3.258,0.444,7.858,95,1.0,0.728,19.0,2.0,38.02,26.75,0.529,23.75,12.5,29.102,6.5,0.62,9.5,3.0,13.526,1,4,1.0,0.311,1.8,1.0,1.304,0.2
seiko2plus,train,Human,176.14,0.652,82.364,9.372,120.527,185.078,0.496,153.147,0.366,257.131,42.586,0.793,50.474,0.452,94.818,0.793,0.871,31.324,0.123,78.198,51,23.5,0.614,17.0,2.0,26.851,7.0,0.459,7.286,5.0,7.228,10.0,0.538,7.286,4.0,8.077,3,7,2.5,0.417,2.667,1.0,2.887,1.0
jeanmeche,train,Human,1.726,0.787,2.257,0.339,4.517,2.417,0.748,5.643,0.0,16.265,2.39,0.8,2.965,0.285,6.566,1.969,0.807,2.65,0.211,5.978,182,2.75,0.712,18.2,4.0,36.199,9.0,0.383,16.545,14.0,12.307,2.0,0.497,2.984,1.0,3.447,5,11,1.75,0.315,2.6,2.5,1.776,0.5
meoww-bot,train,Human,52.924,0.649,35.664,20.205,48.659,0.0,0.487,0.002,0.0,0.017,22.736,0.565,25.91,21.18,32.53,48.811,0.666,33.437,18.343,47.885,65,0.0,0.074,1.083,1.0,0.424,2.25,0.715,10.833,2.0,21.665,0.0,0.06,1.066,1.0,0.403,57,6,0.0,0.046,1.05,1.0,0.287,0.95
codeart1st,train,Human,24.075,0.742,19.193,4.536,33.998,0.003,0.826,2.624,0.0,9.996,24.345,0.742,20.261,4.322,36.786,15.052,0.806,13.484,0.078,28.664,163,5.0,0.691,9.588,2.0,16.125,5.25,0.77,13.583,2.0,31.393,1.0,0.288,1.614,1.0,1.149,12,12,1.0,0.331,1.882,1.0,1.317,0.706
hs-jenkins-bot,train,Bot,0.424,0.899,30.98,0.058,98.743,0.093,0.916,1.715,0.0,11.525,0.285,0.923,22.463,0.059,83.695,0.301,0.926,20.735,0.064,80.056,102,4.0,0.534,4.435,3.0,6.48,15.0,0.343,17.0,22.0,12.116,1.0,0.228,1.569,1.0,0.728,2,6,2.0,0.285,2.043,1.0,1.186,0.087
consul-version-updater[bot],train,Bot,,0.0,,,0.0,0.0,0.0,2015.982,2015.982,0.0,114.019,0.836,201.598,12.007,507.24,114.019,0.836,201.598,12.007,507.24,11,0.0,0.0,11.0,11.0,0.0,0.25,0.068,2.75,3.0,0.5,0.0,0.0,11.0,11.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
houndci-bot,train,Bot,141.459,0.46,125.187,106.181,106.351,0.0,0.773,6.364,0.0,23.682,,0.0,,,0.0,0.0,0.615,19.408,0.0,60.038,103,7.0,0.467,8.583,5.5,8.628,0.0,0.0,103.0,103.0,0.0,4.25,0.538,6.438,3.5,8.041,12,1,0.0,0.0,1.0,1.0,0.0,1.0
abpbot,train,Bot,17.411,0.732,15.861,2.703,26.423,30.648,0.739,52.093,0.487,126.391,5.56,0.826,13.293,0.645,30.976,3.825,0.848,11.947,0.527,32.469,176,41.0,0.311,58.667,36.0,45.457,69.5,0.527,58.667,27.0,74.715,6.5,0.548,5.677,3.0,6.67,1,3,0.0,0.0,3.0,3.0,0.0,0.333
modular-magician,train,Bot,0.023,0.856,0.054,0.004,0.223,0.0,0.85,0.021,0.0,0.119,0.058,0.834,0.089,0.012,0.288,0.023,0.834,0.046,0.002,0.183,276,29.0,0.419,30.667,31.0,25.308,42.0,0.368,55.2,56.0,43.373,1.0,0.243,1.624,1.0,0.967,4,5,0.0,0.0,2.0,2.0,0.0,0.444
underfin,train,Human,1.355,0.859,3.844,0.374,12.337,6.643,0.674,13.059,0.0,29.936,0.692,0.884,2.672,0.11,9.021,0.674,0.885,2.261,0.12,8.122,246,6.0,0.804,35.143,3.0,83.366,15.75,0.339,20.5,18.5,13.311,5.0,0.669,7.455,1.0,11.451,6,12,2.0,0.503,3.0,1.0,3.697,0.857
qmk-bot,train,Bot,11.417,0.458,11.574,9.171,10.512,73.802,0.669,115.983,23.981,207.787,0.934,0.83,3.949,0.005,9.119,0.334,0.871,3.801,0.009,10.476,300,141.0,0.47,150.0,150.0,199.404,3.0,0.769,60.0,4.0,127.466,16.0,0.7,33.333,6.0,54.768,1,5,0.5,0.056,4.5,4.5,0.707,0.5
bkci-bot,train,Bot,26.408,0.623,31.548,17.307,46.185,45.159,0.653,31.244,5.762,42.96,3.973,0.864,13.088,0.373,35.231,0.462,0.91,6.93,0.001,23.288,78,13.0,0.167,39.0,39.0,18.385,19.0,0.415,15.6,12.0,13.164,2.0,0.265,8.667,8.0,5.123,1,5,1.5,0.214,3.5,3.5,2.121,0.5
boring-cyborg[bot],train,Bot,6.092,0.653,4.442,1.424,6.326,0.0,0.475,0.812,0.0,3.874,7.274,0.654,5.679,0.609,8.041,7.132,0.656,4.866,1.424,6.78,26,1.0,0.426,2.0,1.0,2.739,1.0,0.038,13.0,13.0,1.414,0.0,0.071,1.083,1.0,0.282,9,2,0.0,0.144,1.231,1.0,0.439,0.692
